timestamp,vehicleType,brand,colorLabel,colorHex
2026-05-20T03:01:53.879Z,รถบรรทุก,Toyota,เขียวขี้ม้า,#6B8E23
2026-05-20T03:02:53.879Z,รถตู้,Honda,บรอนซ์เงิน,#A9A39A
2026-05-20T03:03:53.879Z,รถตู้,Toyota,ชมพู,#FFB6C1
2026-05-20T03:04:53.879Z,รถตู้,Honda,แดง-ขาว,#DC143C
2026-05-20T03:05:53.879Z,รถตู้,Isuzu,เหลืองเขียว,#B4D732
2026-05-20T03:06:53.879Z,รถตู้,Isuzu,น้ำเงิน,#000080
2026-05-20T03:07:53.879Z,รถยนต์ปิคอัพ,Mazda,เทาเข้ม,#36454F
2026-05-20T03:08:53.879Z,รถยนต์ปิคอัพ,Honda,เทา,#808080
2026-05-20T03:09:53.879Z,รถยนต์นั่งบุคคล,Toyota,ฟ้า,#87CEEB
2026-05-20T03:10:53.879Z,รถยนต์ปิคอัพ,Honda,เทาฟ้า,#708090
2026-05-20T03:11:53.879Z,รถจักรยานยนต์,Mazda,ขาว,#FFFFFF
2026-05-20T03:12:53.879Z,รถจักรยานยนต์,Mazda,เทาเข้ม,#36454F
2026-05-20T03:13:53.879Z,รถบรรทุก,Toyota,ทอง,#D4AF37
2026-05-20T03:14:53.879Z,รถยนต์นั่งบุคคล,Toyota,เขียวอ่อน,#90EE90
2026-05-20T03:15:53.879Z,รถจักรยานยนต์,Honda,บรอนซ์เทา,#82786C
2026-05-20T03:16:53.879Z,รถจักรยานยนต์,Mitsubishi,น้ำเงิน,#000080
2026-05-20T03:17:53.879Z,รถบรรทุก,Toyota,บรอนซ์เงิน,#A9A39A
2026-05-20T03:18:53.879Z,รถจักรยานยนต์,Mazda,ส้ม,#FF8C00
2026-05-20T03:19:53.879Z,รถตู้,Toyota,ฟ้า-ขาว,#87CEEB
2026-05-20T03:20:53.879Z,รถบรรทุก,Isuzu,น้ำเงิน,#000080
2026-05-20T03:21:53.879Z,รถบรรทุก,Toyota,เขียว,#008000
2026-05-20T03:22:53.879Z,รถยนต์ปิคอัพ,Mazda,ดำ,#000000
2026-05-20T03:23:53.879Z,รถตู้,Mazda,แดง-ขาว,#DC143C
2026-05-20T03:24:53.879Z,รถตู้,Toyota,เทา,#808080
2026-05-20T03:25:53.879Z,รถจักรยานยนต์,Isuzu,ฟ้า-ขาว,#87CEEB
2026-05-20T03:26:53.879Z,รถจักรยานยนต์,Honda,บรอนซ์เงิน,#A9A39A
2026-05-20T03:27:53.879Z,รถจักรยานยนต์,Mitsubishi,ฟ้า-ขาว,#87CEEB
2026-05-20T03:28:53.879Z,รถยนต์ปิคอัพ,Isuzu,ส้ม,#FF8C00
2026-05-20T03:29:53.879Z,รถบรรทุก,Isuzu,เขียว,#008000
2026-05-20T03:30:53.879Z,รถจักรยานยนต์,Nissan,ดำ,#000000
2026-05-20T03:31:53.879Z,รถยนต์ปิคอัพ,Isuzu,ฟ้า,#87CEEB
2026-05-20T03:32:53.879Z,รถยนต์ปิคอัพ,Mitsubishi,ชมพู,#FFB6C1
2026-05-20T03:33:53.879Z,รถยนต์ปิคอัพ,Isuzu,เทา,#808080
2026-05-20T03:34:53.879Z,รถตู้,Mitsubishi,เขียวเมทัลลิค,#4A7C6F
2026-05-20T03:35:53.879Z,รถยนต์นั่งบุคคล,Mazda,แดง-ขาว,#DC143C
2026-05-20T03:36:53.879Z,รถยนต์ปิคอัพ,Toyota,บรอนซ์เงิน,#A9A39A
2026-05-20T03:37:53.879Z,รถตู้,Toyota,น้ำเงิน,#000080
2026-05-20T03:38:53.879Z,รถตู้,Mazda,ทอง,#D4AF37
2026-05-20T03:39:53.879Z,รถตู้,Mazda,บรอนซ์,#8C7853
2026-05-20T03:40:53.879Z,รถบรรทุก,Isuzu,ทอง,#D4AF37
2026-05-20T03:41:53.879Z,รถยนต์ปิคอัพ,Mitsubishi,น้ำเงิน,#000080
2026-05-20T03:42:53.879Z,รถจักรยานยนต์,Toyota,เทาฟ้า,#708090
2026-05-20T03:43:53.879Z,รถบรรทุก,Toyota,เหลืองเขียว,#B4D732
2026-05-20T03:44:53.879Z,รถยนต์ปิคอัพ,Isuzu,ฟ้า-ขาว,#87CEEB
2026-05-20T03:45:53.879Z,รถยนต์ปิคอัพ,Nissan,เขียวขี้ม้า,#6B8E23
2026-05-20T03:46:53.879Z,รถจักรยานยนต์,Mazda,ฟ้า-ขาว,#87CEEB
2026-05-20T03:47:53.879Z,รถจักรยานยนต์,Isuzu,น้ำเงิน,#000080
2026-05-20T03:48:53.879Z,รถยนต์นั่งบุคคล,Honda,เงิน,#C0C0C0
2026-05-20T03:49:53.879Z,รถบรรทุก,Toyota,ทอง,#D4AF37
2026-05-20T03:50:53.879Z,รถยนต์ปิคอัพ,Honda,เทา,#808080
2026-05-20T03:51:53.879Z,รถยนต์นั่งบุคคล,Toyota,เหลือง,#FFE600
2026-05-20T03:52:53.879Z,รถยนต์ปิคอัพ,Isuzu,ชมพู,#FFB6C1
2026-05-20T03:53:53.879Z,รถบรรทุก,Honda,ทอง,#D4AF37
2026-05-20T03:54:53.879Z,รถยนต์ปิคอัพ,Isuzu,น้ำเงิน,#000080
2026-05-20T03:55:53.879Z,รถตู้,Toyota,เหลือง-เขียว,#FFE600
2026-05-20T03:56:53.879Z,รถยนต์ปิคอัพ,Isuzu,ขาว,#FFFFFF
